,LicenseClass,SubClass,LicenseNumber,LicenseDate,LicenseEndDate,LicenseYear,LicenseFee,CertificateNumber,LicenseStatus,LicenseeFirstName,LicenseeLastName,TradeName,CorpName,EstablishmentDesc,DayPerWeek,Description,AddrStreet,AddrZip,Location 1,Latitude,Longitude
4329,LB,BWL,48,05/01/2014,04/30/2015,2014,$1520.00,225,Renewed,JERRY,STONEMETZ,SONNY'S BRONX ORIGINAL,"SONNY'S BRONX ORIGINAL BALTIMORE, LLC",Restaurant,7 days,"Beer, Wine, & Liquor",1415 ALICEANNA STREET,21231,"1415 ALICEANNA STREET
21231
(39.28333093600003, -76.59724327999999)",39.283330936,-76.59724328
4330,LB,BWL,48,05/01/2014,04/30/2015,2014,$1520.00,225,Renewed,SERGIO,VITALE,SONNY'S BRONX ORIGINAL,"SONNY'S BRONX ORIGINAL BALTIMORE, LLC",Restaurant,7 days,"Beer, Wine, & Liquor",1415 ALICEANNA STREET,21231,"1415 ALICEANNA STREET
21231
(39.28333093600003, -76.59724327999999)",39.283330936,-76.59724328
4331,LBD7,BWL,386,05/01/2014,04/30/2015,2014,$1320.00,1076,Renewed,JOAN E.,POPA,SOONER'S TAVERN,"CLUB 438, INC.",Tavern,7 days,"Beer, Wine, & Liquor",1600 HAZEL STREET,21226,"1600 HAZEL STREET
21226
(39.22607842800005, -76.58840217599999)",39.226078428,-76.588402176
4332,LBD7,BWL,386,05/01/2014,04/30/2015,2014,$1320.00,1076,Renewed,LEONARD J,POPA,SOONER'S TAVERN,"CLUB 438, INC.",Tavern,7 days,"Beer, Wine, & Liquor",1600 HAZEL STREET,21226,"1600 HAZEL STREET
21226
(39.22607842800005, -76.58840217599999)",39.226078428,-76.588402176
4333,LB,BWL,289,05/01/2014,04/30/2015,2014,$1820.00,1206,Renewed,RICCARDO,BOSIO,SOTTO SOPRA,"SOTTO, INC.",Restaurant,7 days,"Beer, Wine, & Liquor",405 CHARLES STREET NORTH,21201,"405 CHARLES STREET NORTH
21201
(39.29436264800006, -76.61543470699996)",39.294362648,-76.615434707
4334,LBD7,BWL,187,05/01/2014,04/30/2015,2014,$1320.00,510,Renewed,DEAN F.,MICHAEL,SOUTHSIDE SALOON,"SOUTHSIDE SALOON, LLC",Tavern,7 days,"Beer, Wine, & Liquor",430 FORT AVENUE EAST,21230,"430 FORT AVENUE EAST
21230
(39.27290831300007, -76.60741136899998)",39.272908313,-76.607411369
4335,LBD7,BWL,187,05/01/2014,04/30/2015,2014,$1320.00,510,Renewed,STUART A.,SATOSKY,SOUTHSIDE SALOON,"SOUTHSIDE SALOON, LLC",Tavern,7 days,"Beer, Wine, & Liquor",430 FORT AVENUE EAST,21230,"430 FORT AVENUE EAST
21230
(39.27290831300007, -76.60741136899998)",39.272908313,-76.607411369
4336,LA,BWL,59,05/01/2014,04/30/2015,2014,$858.00,299,Renewed,DAVID K.,SCHWARTZ,SOUTHWEST DISCOUNT LIQUORS,"SOUTHWEST, LLC",Package goods only,6 days,"Beer, Wine, & Liquor",3212 WASHINGTON BOULEVARD,21230,"3212 WASHINGTON BOULEVARD
21230
(39.25761048900006, -76.66367997299994)",39.257610489,-76.663679973
4337,LA,BWL,59,05/01/2014,04/30/2015,2014,$858.00,299,Renewed,MARK H.,BAUR,SOUTHWEST DISCOUNT LIQUORS,"SOUTHWEST, LLC",Package goods only,6 days,"Beer, Wine, & Liquor",3212 WASHINGTON BOULEVARD,21230,"3212 WASHINGTON BOULEVARD
21230
(39.25761048900006, -76.66367997299994)",39.257610489,-76.663679973
4338,LA,BWL,59,05/01/2014,04/30/2015,2014,$858.00,299,Renewed,SAMUEL P.,MIRABILE,SOUTHWEST DISCOUNT LIQUORS,"SOUTHWEST, LLC",Package goods only,6 days,"Beer, Wine, & Liquor",3212 WASHINGTON BOULEVARD,21230,"3212 WASHINGTON BOULEVARD
21230
(39.25761048900006, -76.66367997299994)",39.257610489,-76.663679973
4339,WD,BW,3,05/01/2014,04/30/2015,2014,$165.00,70,Renewed,RAJPAL,SINGH,SPARTAN PIZZERIA RESTAURANT,PAL BROTHERS INC,Tavern License,7 days,Beer & Light Wine,3600-02 EASTERN AVENUE,21224,"3600-02 EASTERN AVENUE
21224
(39.28665621500005, -76.56703504399997)",39.286656215,-76.567035044
4340,LB,BWL,301,05/01/2014,04/30/2015,2014,$1520.00,1237,Renewed,ANASTASIA,VASILAKOPOULOS,SPEAKEASY SALOON,"EGIRA, LLC",Restaurant,7 days,"Beer, Wine, & Liquor",2840 O'DONNELL STREET,21224,"2840 O'DONNELL STREET
21224
(39.28036818600003, -76.57553003599998)",39.280368186,-76.575530036
4341,LD,BWL,12,05/01/2014,04/30/2015,2014,$825.00,175,Renewed,MARTHA Y.,PURYEAR,SPECIAL P'S BAR & LOUNGE,"SPECIAL P'S, LLC",Tavern,6 days,"Beer, Wine, & Liquor",2738 BAKER STREET,21216,"2738 BAKER STREET
21216
(39.30611822700007, -76.66191199399998)",39.306118227,-76.661911994
4342,WC,BW,10,05/01/2014,04/30/2015,2014,$82.50,874,Renewed,DEBORAH L.,GRADY,SPENCER HALL  4TH FLOOR,"FACULTY, STAFF DINING LOUNGE - M.S.U.",Non-Profits only,7 days,Beer & Light Wine,4601-03 HILLEN RD-MORGAN STATE U.,21251,"4601-03 HILLEN RD-MORGAN STATE U.
21251
(39.345869003000075, -76.58592846099998)",39.345869003,-76.585928461
4343,WC,BW,10,05/01/2014,04/30/2015,2014,$82.50,874,Renewed,EBONNIE,DUNCAN,SPENCER HALL  4TH FLOOR,"FACULTY, STAFF DINING LOUNGE - M.S.U.",Non-Profits only,7 days,Beer & Light Wine,4601-03 HILLEN RD-MORGAN STATE U.,21251,"4601-03 HILLEN RD-MORGAN STATE U.
21251
(39.345869003000075, -76.58592846099998)",39.345869003,-76.585928461
4344,WC,BW,10,05/01/2014,04/30/2015,2014,$82.50,874,Renewed,VINETTA E,MCCULLOUGH,SPENCER HALL  4TH FLOOR,"FACULTY, STAFF DINING LOUNGE - M.S.U.",Non-Profits only,7 days,Beer & Light Wine,4601-03 HILLEN RD-MORGAN STATE U.,21251,"4601-03 HILLEN RD-MORGAN STATE U.
21251
(39.345869003000075, -76.58592846099998)",39.345869003,-76.585928461
4345,LC,BWL,43,05/01/2014,04/30/2015,2014,$550.00,1063,Renewed,BERNARD C.,"GRAHAM, JR.",SPIRIT OF CHESAPEAKE LODGE #1107 IBPOEW,SPIRIT OF CHESAPEAKE LODGE #1107 IBPOEW,Non-Profits only,7 days,"Beer, Wine, & Liquor",2009-11 FREDERICK AVENUE,21223,"2009-11 FREDERICK AVENUE
21223
(39.28609354300005, -76.64887011799993)",39.286093543,-76.648870118
4346,LC,BWL,43,05/01/2014,04/30/2015,2014,$550.00,1063,Renewed,MICHAEL,WATSON,SPIRIT OF CHESAPEAKE LODGE #1107 IBPOEW,SPIRIT OF CHESAPEAKE LODGE #1107 IBPOEW,Non-Profits only,7 days,"Beer, Wine, & Liquor",2009-11 FREDERICK AVENUE,21223,"2009-11 FREDERICK AVENUE
21223
(39.28609354300005, -76.64887011799993)",39.286093543,-76.648870118
4347,LC,BWL,43,05/01/2014,04/30/2015,2014,$550.00,1063,Renewed,THOMAS B. ,SAYLES,SPIRIT OF CHESAPEAKE LODGE #1107 IBPOEW,SPIRIT OF CHESAPEAKE LODGE #1107 IBPOEW,Non-Profits only,7 days,"Beer, Wine, & Liquor",2009-11 FREDERICK AVENUE,21223,"2009-11 FREDERICK AVENUE
21223
(39.28609354300005, -76.64887011799993)",39.286093543,-76.648870118
4348,LA,BWL,229,05/01/2014,04/30/2015,2014,$858.00,1281,Closed,MICHAEL,MEKBIB,SPIRITAS,,Package goods only,6 days,"Beer, Wine, & Liquor",786 WASHINGTON BOULEVARD,21230,"786 WASHINGTON BOULEVARD
21230
(39.28301843400004, -76.62862257299997)",39.283018434,-76.628622573
4349,LA,BWL,76,05/01/2014,04/30/2015,2014,$858.00,351,Renewed,VELMA G.,MASON,SPIRITS & MORE,"SNUUSH, INC.",Package goods only,6 days,"Beer, Wine, & Liquor",255 PAYSON STREET NORTH,21223,"255 PAYSON STREET NORTH
21223
(39.29183223700005, -76.64881515899998)",39.291832237,-76.648815159
4350,LBD7,BWL,297,05/01/2014,04/30/2015,2014,$1320.00,816,Renewed,VICTORIA P.,SCHASSLER,SPIRITS OF MOUNT VERNON,"MAC GILLIVRAYS BUSINESS, LLC",Tavern,7 days,"Beer, Wine, & Liquor",900 CHARLES STREET NORTH,21201,"900 CHARLES STREET NORTH
21201
(39.29978874300008, -76.61583570099998)",39.299788743,-76.615835701
4351,LA,BWL,204,05/01/2014,04/30/2015,2014,$858.00,1086,Renewed,VICTORIA P.,SCHASSLER,SPIRITS OF MOUNT VERNON,"MAC GILLIVRAYS BUSINESS, LLC",Package goods only,6 days,"Beer, Wine, & Liquor",900 CHARLES STREET NORTH,21201,"900 CHARLES STREET NORTH
21201
(39.29978874300008, -76.61583570099998)",39.299788743,-76.615835701
4352,LD,BWL,9,05/01/2014,04/30/2015,2014,$825.00,154,Renewed,CHAD,ELLIS,SPIRITS TAVERN,"SPIRITS TAVERN, INC.",Tavern,6 days,"Beer, Wine, & Liquor",1901 BANK STREET,21231,"1901 BANK STREET
21231
(39.28673339000005, -76.58998886799998)",39.28673339,-76.589988868
4353,LD,BWL,9,05/01/2014,04/30/2015,2014,$825.00,154,Renewed,DAN,ELLIS,SPIRITS TAVERN,"SPIRITS TAVERN, INC.",Tavern,6 days,"Beer, Wine, & Liquor",1901 BANK STREET,21231,"1901 BANK STREET
21231
(39.28673339000005, -76.58998886799998)",39.28673339,-76.589988868
4354,LBD7,BWL,122,02/03/2015,04/30/2015,2014,$1.00,T0323,Transferred,TRACI,"MCKINNEY, PR",SPIRITS WEST,"SPIRITS WEST, INC.",Tavern,7 days,"Beer, Wine, & Liquor",2601 WILKENS AVENUE,21223,"2601 WILKENS AVENUE
21223
(39.27881375700008, -76.65619206699995)",39.278813757,-76.656192067
4355,WD,BW,33,05/01/2014,04/30/2015,2014,$165.00,873,Renewed,DEBORAH LYNN,COGAN,SPOONS CAFE,"SPOONS COFFEE, INC.",Tavern License,7 days,Beer & Light Wine,22-24 CROSS STREET EAST,21230,"22-24 CROSS STREET EAST
21230
(39.27695405000003, -76.61342704999998)",39.27695405,-76.61342705
4356,LBD7,BWL,387,05/01/2014,04/30/2015,2014,$1320.00,1082,Renewed,REBECCA L.,LANG,SPORTMAN SPOT,,Tavern,7 days,"Beer, Wine, & Liquor",501 LEHIGH STREET SOUTH,21224,"501 LEHIGH STREET SOUTH
21224
(39.28664236000003, -76.55796465199995)",39.28664236,-76.557964652
4357,LBD7,BWL,267,05/01/2014,04/30/2015,2014,$1320.00,746,Renewed,Robert,Oursler,SPRINGHILL SUITES,"PALMETTO HOSPITALITY OF BALTIMORE I, LLC",Tavern,7 days,"Beer, Wine, & Liquor",16 CALVERT STREET SOUTH,21202,"16 CALVERT STREET SOUTH
21202
(39.288948076000054, -76.61228552099999)",39.288948076,-76.612285521
4358,WC,BW,15,05/01/2014,04/30/2015,2014,$82.50,1243,Renewed,CHRISTOPHER,BROUGHTON,ST. BRIGID PARISH CENTER,ST. BRIGID ROMAN CATHOLIC CHURCH CORP.,Non-Profits only,7 days,Beer & Light Wine,900 EAST AVENUE SOUTH,21224,"900 EAST AVENUE SOUTH
21224
(39.28204821200006, -76.57127581099996)",39.282048212,-76.571275811
4359,WC,BW,15,05/01/2014,04/30/2015,2014,$82.50,1243,Renewed,REV.JOSEPH,BOCHENEK,ST. BRIGID PARISH CENTER,ST. BRIGID ROMAN CATHOLIC CHURCH CORP.,Non-Profits only,7 days,Beer & Light Wine,900 EAST AVENUE SOUTH,21224,"900 EAST AVENUE SOUTH
21224
(39.28204821200006, -76.57127581099996)",39.282048212,-76.571275811
4360,LC,BWL,1,05/01/2014,04/30/2015,2014,$550.00,42,Renewed,FRANCIS R.,SHERRY,ST. GERARD'S YMA,"ST. GERARD'S YMA OF HIGHLANDTOWN, INC.",Non-Profits only,7 days,"Beer, Wine, & Liquor",3513 FOSTER AVENUE,21224,"3513 FOSTER AVENUE
21224
(39.28452331400007, -76.56750900199995)",39.284523314,-76.567509002
4361,LC,BWL,1,05/01/2014,04/30/2015,2014,$550.00,42,Renewed,JOHN,HRICA,ST. GERARD'S YMA,"ST. GERARD'S YMA OF HIGHLANDTOWN, INC.",Non-Profits only,7 days,"Beer, Wine, & Liquor",3513 FOSTER AVENUE,21224,"3513 FOSTER AVENUE
21224
(39.28452331400007, -76.56750900199995)",39.284523314,-76.567509002
4362,LC,BWL,1,05/01/2014,04/30/2015,2014,$550.00,42,Renewed,TIMOTHY,DOOLEY,ST. GERARD'S YMA,"ST. GERARD'S YMA OF HIGHLANDTOWN, INC.",Non-Profits only,7 days,"Beer, Wine, & Liquor",3513 FOSTER AVENUE,21224,"3513 FOSTER AVENUE
21224
(39.28452331400007, -76.56750900199995)",39.284523314,-76.567509002
4363,LBD7,BWL,17,05/01/2014,04/30/2015,2014,$1320.00,26,Renewed,STEVE A.,MCMURRAY,ST. MARY'S RESTAURANT & BAR,"ST. MARY'S LIQUORS, LLC",Tavern,7 days,"Beer, Wine, & Liquor",120 25TH STREET WEST,21218,"120 25TH STREET WEST
21218
(39.317808126000045, -76.61914159799994)",39.317808126,-76.619141598
4364,LBD7,BWL,181,05/01/2014,04/30/2015,2014,$1320.00,495,Renewed,DOMINGO H.,KIM,STADIUM LOUNGE,"DOMINGO KIM ENTERPRISES, INC.",Tavern,7 days,"Beer, Wine, & Liquor",3351-53 GREENMOUNT AVENUE,21218,"3351-53 GREENMOUNT AVENUE
21218
(39.32939055200006, -76.60940811699999)",39.329390552,-76.609408117
4365,LBD7,BWL,19,05/01/2014,04/30/2015,2014,$1320.00,29,Renewed,JENNIFER A.,REDA,STALKING HORSE,"26 E. CROSS, LLC",Tavern,7 days,"Beer, Wine, & Liquor",26-30 CROSS STREET  EAST,21230,"26-30 CROSS STREET EAST
21230
(39.27696268900007, -76.61334258099998)",39.276962689,-76.613342581
4366,LBD7,BWL,19,05/01/2014,04/30/2015,2014,$1320.00,29,Renewed,WILLIAM A.,MCFAUL,STALKING HORSE,"26 E. CROSS, LLC",Tavern,7 days,"Beer, Wine, & Liquor",26-30 CROSS STREET  EAST,21230,"26-30 CROSS STREET EAST
21230
(39.27696268900007, -76.61334258099998)",39.276962689,-76.613342581
4367,LA,BWL,140,05/01/2014,04/30/2015,2014,$858.00,625,Renewed,ADAM C.,PASHKEVICH,STANDARD DELI,"ADPASH, INC",Package goods only,6 days,"Beer, Wine, & Liquor",501 ST. PAUL STREET UNIT L-115,21202,"501 ST. PAUL STREET UNIT L-115
21202
(39.29546423000005, -76.61372587299996)",39.29546423,-76.613725873
4368,LB,BWL,306,05/01/2014,04/30/2015,2014,$1520.00,1255,Renewed,STEPHEN,MOWBRAY,STANG OF SIAM,"STANG, LLC",Restaurant,7 days,"Beer, Wine, & Liquor",1301 CALVERT STREET NORTH,21202,"1301 CALVERT STREET NORTH
21202
(39.304693576000034, -76.61331614899996)",39.304693576,-76.613316149
4369,LBD7,BWL,327,05/01/2014,04/30/2015,2014,$1320.00,906,Renewed,EMMA P.,WENTH,STARTERS BAR,"SUE, MARK, TODD, INC.",Tavern,7 days,"Beer, Wine, & Liquor",3311 ANNAPOLIS ROAD,21230,"3311 ANNAPOLIS ROAD
21230
(39.24968176900006, -76.63952661499997)",39.249681769,-76.639526615
4370,LA,BWL,197,05/01/2014,04/30/2015,2014,$858.00,1008,Renewed,DOROTHY M.,MAGEE-GOFF,STERLING'S CRAB & OYSTER HOUSE,"STERLING'S SEAFOOD, LLC",Package goods only,6 days,"Beer, Wine, & Liquor",401 29TH STREET WEST,21211,"401 29TH STREET WEST
21211
(39.32122591500007, -76.62411535099994)",39.321225915,-76.624115351
4371,LB,BWL,40,05/01/2014,04/30/2015,2014,$2020.00,185,Renewed,RONNIE S.,PASZTOR,STICKY RICE,"STICKY RICE MD, LLC",Restaurant,7 days,"Beer, Wine, & Liquor",1634 ALICEANNA STREET,21231,"1634 ALICEANNA STREET
21231
(39.28353811300008, -76.59382135699997)",39.283538113,-76.593821357
4372,LBD7,BWL,358,05/01/2014,04/30/2015,2014,$1320.00,982,Renewed,AURETTA I.,BISIGNANI,STOCKMARKET BAR,"JAMS INVESTMENT, INC.",Tavern,7 days,"Beer, Wine, & Liquor",3538 HANOVER STREET SOUTH,21225,"3538 HANOVER STREET SOUTH
21225
(39.23973099500006, -76.60895903599999)",39.239730995,-76.608959036
4373,LBD7,BWL,358,05/01/2014,04/30/2015,2014,$1320.00,982,Renewed,MONIR A.,CHOWDHURY,STOCKMARKET BAR,"JAMS INVESTMENT, INC.",Tavern,7 days,"Beer, Wine, & Liquor",3538 HANOVER STREET SOUTH,21225,"3538 HANOVER STREET SOUTH
21225
(39.23973099500006, -76.60895903599999)",39.239730995,-76.608959036
4374,LBD7,BWL,295,05/01/2014,04/30/2015,2014,$1320.00,813,Renewed,ALBERT,YANG,SUGAR HILL TAVERN,"HBS ENTERPRISES, INC.",Tavern,7 days,"Beer, Wine, & Liquor",2361 DRUID HILL AVENUE,21217,"2361 DRUID HILL AVENUE
21217
(39.31147172900006, -76.63928809299995)",39.311471729,-76.639288093
4375,LBD7,BWL,295,05/01/2014,04/30/2015,2014,$1320.00,813,Renewed,HO K.,LAWLER,SUGAR HILL TAVERN,"HBS ENTERPRISES, INC.",Tavern,7 days,"Beer, Wine, & Liquor",2361 DRUID HILL AVENUE,21217,"2361 DRUID HILL AVENUE
21217
(39.31147172900006, -76.63928809299995)",39.311471729,-76.639288093
4376,LB,BWL,133,05/01/2014,04/30/2015,2014,$2500.00,610,Renewed,HUGHIE D.,"HUNT, II",SULLIVAN'S STEAKHOUSE,"SULLIVAN'S OF BALTIMORE, INC.",Restaurant,7 days,"Beer, Wine, & Liquor","1 PRATT STREET EAST, SUITE 100",21202,"1 PRATT STREET EAST, SUITE 100
21202
(39.28649371600005, -76.61419946099994)",39.286493716,-76.614199461
4377,LB,BWL,133,05/01/2014,04/30/2015,2014,$2500.00,610,Renewed,MARK S.,MEDNANSKY,SULLIVAN'S STEAKHOUSE,"SULLIVAN'S OF BALTIMORE, INC.",Restaurant,7 days,"Beer, Wine, & Liquor","1 PRATT STREET EAST, SUITE 100",21202,"1 PRATT STREET EAST, SUITE 100
21202
(39.28649371600005, -76.61419946099994)",39.286493716,-76.614199461
4378,LB,BWL,133,05/01/2014,04/30/2015,2014,$2500.00,610,Renewed,WILLIAM S.,MARTENS III,SULLIVAN'S STEAKHOUSE,"SULLIVAN'S OF BALTIMORE, INC.",Restaurant,7 days,"Beer, Wine, & Liquor","1 PRATT STREET EAST, SUITE 100",21202,"1 PRATT STREET EAST, SUITE 100
21202
(39.28649371600005, -76.61419946099994)",39.286493716,-76.614199461
4379,LA,BWL,139,07/09/2014,04/30/2015,2014,$200.00,T0622,Transferred,CHARLES RICCO,DAVIS,SULLY'S SEAFOOD AND BBQ,"THIN BLUE SMOKE, LLC",Package goods only,6 days,"Beer, Wine, & Liquor",5514 BELAIR ROAD,21206,"5514 BELAIR ROAD
21206
(39.34034156400003, -76.54845300799997)",39.340341564,-76.548453008
4380,LA,BWL,139,07/09/2014,04/30/2015,2014,$200.00,T0622,Transferred,THEO ,DEVINE,SULLY'S SEAFOOD AND BBQ,"THIN BLUE SMOKE, LLC",Package goods only,6 days,"Beer, Wine, & Liquor",5514 BELAIR ROAD,21206,"5514 BELAIR ROAD
21206
(39.34034156400003, -76.54845300799997)",39.340341564,-76.548453008
4381,LC,BWL,16,05/01/2014,04/30/2015,2014,$550.00,520,Renewed,BARBARA ANN,BATES,SUMMIT SOCIAL CLUB,"SUMMIT SOCIAL CLUB, INC.",Non-Profits only,7 days,"Beer, Wine, & Liquor",1231 PRESTON STREET EAST,21202,"1231 PRESTON STREET EAST
21202
(39.30508347800003, -76.60066014999995)",39.305083478,-76.60066015
4382,LC,BWL,16,05/01/2014,04/30/2015,2014,$550.00,520,Renewed,CHARLES L,BROWN,SUMMIT SOCIAL CLUB,"SUMMIT SOCIAL CLUB, INC.",Non-Profits only,7 days,"Beer, Wine, & Liquor",1231 PRESTON STREET EAST,21202,"1231 PRESTON STREET EAST
21202
(39.30508347800003, -76.60066014999995)",39.305083478,-76.60066015
4383,LC,BWL,16,05/01/2014,04/30/2015,2014,$550.00,520,Renewed,CHARLES M.,"BROWN, SR.",SUMMIT SOCIAL CLUB,"SUMMIT SOCIAL CLUB, INC.",Non-Profits only,7 days,"Beer, Wine, & Liquor",1231 PRESTON STREET EAST,21202,"1231 PRESTON STREET EAST
21202
(39.30508347800003, -76.60066014999995)",39.305083478,-76.60066015
4384,LA,BWL,150,05/01/2014,04/30/2015,2014,$858.00,677,Renewed,JUN BIN,BAIK,SUN LIQUORS,"WS SUN LIQUORS, INC.",Package goods only,6 days,"Beer, Wine, & Liquor",2331 FEDERAL STREET EAST,21213,"2331 FEDERAL STREET EAST
21213
(39.308873333000065, -76.58445906799994)",39.308873333,-76.584459068
4385,LA,BWL,150,05/01/2014,04/30/2015,2014,$858.00,677,Renewed,WON KUK,SUH,SUN LIQUORS,"WS SUN LIQUORS, INC.",Package goods only,6 days,"Beer, Wine, & Liquor",2331 FEDERAL STREET EAST,21213,"2331 FEDERAL STREET EAST
21213
(39.308873333000065, -76.58445906799994)",39.308873333,-76.584459068
4386,LA,BWL,28,05/01/2014,04/30/2015,2014,$858.00,173,Renewed,STEVE,OH,SUN M LIQUORS,"2700 NORTH LIQUORS, INC.",Package goods only,6 days,"Beer, Wine, & Liquor",2700 NORTH AVENUE WEST,21216,"2700 NORTH AVENUE WEST
21216
(39.309318114000064, -76.66130128499998)",39.309318114,-76.661301285
4387,LD,BWL,2,05/01/2014,04/30/2015,2014,$825.00,50,Renewed,KASSIM M.,AHMED,SUNLIGHT LOUNGE,"SUNLIGHT LOUNGE, INC.",Tavern,6 days,"Beer, Wine, & Liquor",1713-15 EASTERN AVENUE,21231,"1713-15 EASTERN AVENUE
21231
(39.285599371000046, -76.59254012699995)",39.285599371,-76.592540127
4388,LD,BWL,2,05/01/2014,04/30/2015,2014,$825.00,50,Renewed,SUAD A.,AHMED,SUNLIGHT LOUNGE,"SUNLIGHT LOUNGE, INC.",Tavern,6 days,"Beer, Wine, & Liquor",1713-15 EASTERN AVENUE,21231,"1713-15 EASTERN AVENUE
21231
(39.285599371000046, -76.59254012699995)",39.285599371,-76.592540127
4389,LA,BWL,115,01/02/2015,04/30/2015,2014,$200.00,T0484,Transferred,DHRUV,SHARMA,SUNLITE LIQUORS,"PARKASH D, LLC",Package goods only,6 days,"Beer, Wine, & Liquor",919-21 PATAPSCO AVENUE EAST,21225,"919-21 PATAPSCO AVENUE EAST
21225
(39.23462190300006, -76.59685015699995)",39.234621903,-76.596850157
4390,LA,BWL,115,01/02/2015,04/30/2015,2014,$200.00,T0484,Transferred,PYU JUNG,LEE,SUNLITE LIQUORS,"PARKASH D, LLC",Package goods only,6 days,"Beer, Wine, & Liquor",919-21 PATAPSCO AVENUE EAST,21225,"919-21 PATAPSCO AVENUE EAST
21225
(39.23462190300006, -76.59685015699995)",39.234621903,-76.596850157
4391,LA,BWL,209,05/01/2014,04/30/2015,2014,$858.00,1117,Renewed,HO CHOON,SUN,SUN'S LIQUORS,"SUN'S LIQUORS, INC.",Package goods only,6 days,"Beer, Wine, & Liquor",1900 LOMBARD STREET WEST,21223,"1900 LOMBARD STREET WEST
21223
(39.28616762000007, -76.64696113799994)",39.28616762,-76.646961138
4392,LA,BWL,209,05/01/2014,04/30/2015,2014,$858.00,1117,Renewed,SOON SUK,SUN,SUN'S LIQUORS,"SUN'S LIQUORS, INC.",Package goods only,6 days,"Beer, Wine, & Liquor",1900 LOMBARD STREET WEST,21223,"1900 LOMBARD STREET WEST
21223
(39.28616762000007, -76.64696113799994)",39.28616762,-76.646961138
4393,LA-2,BWL,5,05/01/2014,04/30/2015,2014,$858.00,288,Renewed,HYONG KUN,BAE,SUNSPOT LIQUORS,"HK, INC.",Package Goods Only,6 days,"Beer, Wine, & Liquor",3912-14 BELVEDERE AVENUE WEST,21215,"3912-14 BELVEDERE AVENUE WEST
21215
(39.344597161000024, -76.68203348499998)",39.344597161,-76.682033485
4394,LA-2,BWL,5,05/01/2014,04/30/2015,2014,$858.00,288,Renewed,JUNG,PARK,SUNSPOT LIQUORS,"HK, INC.",Package Goods Only,6 days,"Beer, Wine, & Liquor",3912-14 BELVEDERE AVENUE WEST,21215,"3912-14 BELVEDERE AVENUE WEST
21215
(39.344597161000024, -76.68203348499998)",39.344597161,-76.682033485
4395,LB,BWL,215,05/01/2014,04/30/2015,2014,$2520.00,918,Renewed,OLGA V.,COFFMAN,SUPANO'S STEAK HOUSE,"110 WATER STREET SERIES 274, LLC",Restaurant,7 days,"Beer, Wine, & Liquor",110 WATER STREET,21202,"110 WATER STREET
21202
(39.28835644800006, -76.61302126599998)",39.288356448,-76.613021266
4396,LB,BWL,215,05/01/2014,04/30/2015,2014,$2520.00,918,Renewed,TERRY LEE,COFFMAN,SUPANO'S STEAK HOUSE,"110 WATER STREET SERIES 274, LLC",Restaurant,7 days,"Beer, Wine, & Liquor",110 WATER STREET,21202,"110 WATER STREET
21202
(39.28835644800006, -76.61302126599998)",39.288356448,-76.613021266
4397,LBD7,BWL,369,05/01/2014,04/30/2015,2014,$1320.00,1004,Renewed,ANTHIE,GEORGAS,SUPER STAR INN,"SERDENES RESTAURANT, INC.",Tavern,7 days,"Beer, Wine, & Liquor",5603 PULASKI HIGHWAY,21205,"5603 PULASKI HIGHWAY
21205
(39.30103581800006, -76.55028171199996)",39.301035818,-76.550281712
4398,LBD7,BWL,369,05/01/2014,04/30/2015,2014,$1320.00,1004,Renewed,GEORGE,GEORGAS,SUPER STAR INN,"SERDENES RESTAURANT, INC.",Tavern,7 days,"Beer, Wine, & Liquor",5603 PULASKI HIGHWAY,21205,"5603 PULASKI HIGHWAY
21205
(39.30103581800006, -76.55028171199996)",39.301035818,-76.550281712
4399,LBD7,BWL,369,05/01/2014,04/30/2015,2014,$1320.00,1004,Renewed,HARIKLIA,GEORGAS,SUPER STAR INN,"SERDENES RESTAURANT, INC.",Tavern,7 days,"Beer, Wine, & Liquor",5603 PULASKI HIGHWAY,21205,"5603 PULASKI HIGHWAY
21205
(39.30103581800006, -76.55028171199996)",39.301035818,-76.550281712
4400,LA,BWL,211,05/01/2014,04/30/2015,2014,$858.00,1125,Renewed,SEONG GON,KIM,SUPER Z LIQUOR,"SUPER Z LIQUOR, INC.",Package goods only,6 days,"Beer, Wine, & Liquor",1871 GAY STREET NORTH,21213,"1871 GAY STREET NORTH
21213
(39.31239850600008, -76.58420596799994)",39.312398506,-76.584205968
4401,LB,BWL,58,05/01/2014,04/30/2015,2014,$1320.00,271,Renewed,KAM,SESUM,SUSHI-SAN RESTAURANT,"KYS, INC.",Restaurant,7 days,"Beer, Wine, & Liquor",2748 LIGHTHOUSE POINT EAST,21224,"2748 LIGHTHOUSE POINT EAST
21224
(39.27863772100005, -76.57754214699997)",39.278637721,-76.577542147
4402,LB,BWL,25,05/01/2014,04/30/2015,2014,$1320.00,130,Renewed,SUE HI,HONG,SUZIE'S SOBA,"SUE-BOK, INC.",Restaurant,7 days,"Beer, Wine, & Liquor",1009 36TH STREET WEST,21211,"1009 36TH STREET WEST
21211
(39.33105360600007, -76.63303005099993)",39.331053606,-76.633030051
