,ward,sect,block,lot,propertyAddress,lotSize,cityTax,stateTax,resCode,amountDue,asOfDate,Latitude,Longitude
40697,10,110,1222 ,055 ,1224 E MADISON ST                ,999.3 S.F.       ,$1686.00,$84.00,PRINCIPAL RESIDENCE      ,,03/25/2015,39.299207632327466,-76.60062016588716
234454,28,20,8212A,066 ,5517 WILVAN AVE                  ,60X85            ,$2353.66,$117.26,PRINCIPAL RESIDENCE      ,,03/25/2015,39.339577761905275,-76.70149945083818
143430,26,330,4179S,265 ,4105 EASTMONT AVE                ,16X100-6         ,$1890.57,$94.19,PRINCIPAL RESIDENCE      ,,03/25/2015,39.31445380480034,-76.56374426668378
57476,6,130,1706 ,083 ,2226 LAMLEY ST                   ,12X37            ,$3358.51,$167.33,PRINCIPAL RESIDENCE      ,,03/25/2015,39.29355835563467,-76.5854509178248
154427,27,200,4602 ,040 ,3610 MANCHESTER AVE              ,14X106           ,$337.20,$16.80,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.34387387008411,-76.67593609217613
159589,27,190,4793 ,026 ,4814 LAUREL AVE                  ,50X204           ,$2466.06,$122.86,PRINCIPAL RESIDENCE      ,,03/25/2015,39.348118695322626,-76.66565620267079
131553,9,10,3973 ,023 ,952 ARGONNE DR                   ,27-10X100        ,$2864.69,$142.72,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.339625548281504,-76.60138591252905
213066,26,30,6570 ,138 ,831 S MACON ST                   ,0.028 ACRES      ,$786.80,$39.20,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.28598306656636,-76.55722906876571
121472,12,10,3702 ,014F,4100 N CHARLES ST U# P-16        ,208.27 S.F.      ,$132.63,$6.61,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.33883998777628,-76.61838619286772
219204,25,60,7129 ,029 ,3920 6TH ST                      ,16X120           ,$2389.62,$119.06,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.23235338310326,-76.60406777450737
192551,27,20,5841 ,003 ,5009 EUGENE AVE                  ,45-8X122         ,$3061.78,$152.54,PRINCIPAL RESIDENCE      ,,03/25/2015,39.33847401406558,-76.55682107513172
49689,8,120,1549 ,045 ,1825 E BIDDLE ST                 ,14X80            ,,,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.30435340468699,-76.59179950734057
212924,26,30,6570 ,011 ,4618 O'DONNELL ST                ,14X85            ,$786.80,$39.20,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.28090255620907,-76.55660558318033
127945,9,190,3946 ,010 ,3500 HARFORD ROAD                ,33-2X27-11       ,$1153.22,$57.46,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.32981303194697,-76.58175971433855
220610,25,80,7228 ,003 ,4220 MORRISON CT                 ,16X38-6          ,$1686.00,$84.00,PRINCIPAL RESIDENCE      ,,03/25/2015,39.227017630760145,-76.58795562145394
82265,20,30,2299D,013 ,324 ALLENDALE ST                 ,18-6X90          ,$1883.82,$93.86,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.29145808792151,-76.67826596759954
137805,9,170,4127 ,033 ,2640 HARFORD ROAD                ,14-4X89          ,$337.20,$16.80,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.31991193688748,-76.59202212192258
146040,28,10,4257 ,033 ,4229 LABYRINTH ROAD              ,18X100           ,$2292.96,$114.24,PRINCIPAL RESIDENCE      ,,03/25/2015,39.35781699056275,-76.70991217690465
237397,28,40,8393H,001 ,SES W FOREST PARK AV             ,8.710 ACRES      ,,,NOT A PRINCIPAL RESIDENCE,,03/25/2015,,
181837,27,330,5426 ,029 ,6200 FAIR OAKS AVE               ,32-2X143-2       ,$2436.83,$121.41,PRINCIPAL RESIDENCE      ,,03/25/2015,39.36050701119069,-76.56516853200134
183752,27,40,5498 ,001 ,7501 HARFORD ROAD                ,100X146-6        ,$5778.87,$287.92,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.37046884106525,-76.5456729945123
21666,17,50,0470 ,040 ,709 EDMONDSON AVE                ,0.071 ACRES      ,,,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.29616329320248,-76.63036774267636
214980,26,10,6749 ,031 ,6713 RAILWAY AVE                 ,75X125           ,$3749.66,$186.82,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.27449626978813,-76.53031247953652
128424,9,150,3957 ,006 ,1710 E 30TH ST                   ,14-3X95          ,$1578.10,$78.62,PRINCIPAL RESIDENCE      ,,03/25/2015,39.32535841376085,-76.59156057545937
189572,26,230,5733D,091 ,5909 CEDONIA AVE                 ,31-6X110-1       ,$2385.13,$118.83,PRINCIPAL RESIDENCE      ,,03/25/2015,39.34390067707568,-76.5325572718998
123682,12,140,3822 ,050 ,208 E 23RD ST                    ,15X85            ,$22.48,$1.12,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.315417690075435,-76.61354112412278
157473,27,190,4747 ,013 ,2704 OAKLEY AVE                  ,50X125           ,$2659.38,$132.50,PRINCIPAL RESIDENCE      ,,03/25/2015,39.348948545639985,-76.66360139029115
204672,26,200,6189 ,013 ,1030 N IRIS AVE                  ,14X91            ,$1596.08,$79.52,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.30388836255895,-76.5626556706219
172397,27,600,5210D,003I,6006 WAKEHURST WAY               ,36-1X75          ,$2816.74,$140.34,PRINCIPAL RESIDENCE      ,,03/25/2015,39.364624794599706,-76.58548122138046
15730,21,10,0285 ,029 ,325 SCOTT ST                     ,14X70            ,$3032.55,$151.09,PRINCIPAL RESIDENCE      ,,03/25/2015,39.28424235050517,-76.62886538652754
85776,16,220,2388A,061 ,2828 WINCHESTER ST               ,14X100           ,$1629.80,$81.20,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.301397645186285,-76.66460140672876
106956,27,200,3301 ,068 ,3311 DUPONT AVE                  ,25X100           ,,,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.34248223846561,-76.67114347279221
98125,15,10,2951C,028 ,3745 COLUMBUS DR                 ,18X90            ,$2845.97,$141.79,PRINCIPAL RESIDENCE      ,,03/25/2015,39.33857541442495,-76.67736502047853
18369,14,90,0338 ,088 ,1720 BRUNT ST                    ,12X80            ,,,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.30435690125108,-76.63468949142606
61345,2,20,1754 ,048 ,1838 GOUGH ST                    ,15-1X62-6        ,$5305.28,$264.32,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.2877983535123,-76.59041137228621
171477,27,420,5197 ,048 ,614 E 43RD ST                    ,14-7X106-2       ,$1841.11,$91.73,PRINCIPAL RESIDENCE      ,,03/25/2015,39.34187733377303,-76.60649788476877
26850,20,110,0697 ,015 ,2130 WILKENS AVE                 ,14X80            ,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,$90.09,03/25/2015,39.28094742518459,-76.65001958143773
34519,23,120,1006 ,033 ,1509 MARSHALL ST                 ,12X97            ,$4884.90,$243.38,PRINCIPAL RESIDENCE      ,,03/25/2015,39.272422809066484,-76.61245485910365
73393,24,120,2002B,050 ,1318 LOWMAN ST                   ,0.050 ACRES      ,$8238.92,$410.48,PRINCIPAL RESIDENCE      ,,03/25/2015,39.27162559244823,-76.59455945925083
232805,25,10,8139B,001 ,5000 - 5010 WILLISTON ST         ,0.34 ACRES       ,$4113.84,$204.96,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.29058294954456,-76.60925984306652
131342,9,220,3972L,014 ,3826 KIMBLE ROAD                 ,20X95            ,$2814.50,$140.22,PRINCIPAL RESIDENCE      ,,03/25/2015,39.33491101793021,-76.60111551157081
120292,12,180,3695A,079 ,3704 N CHARLES ST U# 1405        ,1760 SQ FT       ,$6406.80,$319.20,PRINCIPAL RESIDENCE      ,,03/25/2015,39.334528727819645,-76.61809597804614
64548,3,60,1799A,156A,675 PRESIDENT ST U# P660         ,175 SQ FT        ,$179.84,$8.96,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.28334493771979,-76.60140238720959
59486,6,170,1730 ,032 ,12 N POTOMAC ST                  ,13-10X70         ,$1978.24,$98.56,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.29280775987132,-76.57483535816442
68296,2,60,1874 ,096 ,960 FELL ST U# 518               ,1622 SQ FT       ,$8261.40,$411.60,PRINCIPAL RESIDENCE      ,,03/25/2015,39.28092761132132,-76.58987989544005
86262,15,60,2402 ,021 ,2745 W NORTH AVE                 ,15X118-8         ,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,$90.09,03/25/2015,39.309213625209736,-76.66256990477649
98296,28,10,2959B,003 ,3804 DOLFIELD AVE                ,20X105           ,$1629.80,$81.20,PRINCIPAL RESIDENCE      ,,03/25/2015,39.338707118339926,-76.67915059742131
85028,16,70,2377C,043 ,601 GLENOLDEN AVE                ,14X80            ,$382.16,$19.04,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.29492201384096,-76.66216546886051
33525,23,60,0977 ,011 ,1320 S CHARLES ST                ,16X123           ,$7377.94,$367.58,PRINCIPAL RESIDENCE      ,,03/25/2015,39.27420838600932,-76.61422528516795
75605,20,50,2113 ,008B,3203 STRICKLAND ST               ,22-6X160-6       ,$1739.95,$86.69,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.27755342964815,-76.66984042079798
87464,16,190,2441 ,019 ,1636 N ELLAMONT ST               ,15X117           ,$1670.26,$83.22,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.306828970281856,-76.67083577515012
33254,24,20,0966 ,333 ,1201 WALL ST U# P-410            ,180 SQ FT        ,$224.80,$11.20,NOT A PRINCIPAL RESIDENCE,$4.61,03/25/2015,39.27576552076329,-76.61129516713743
191664,27,20,5810 ,041 ,3006 SOUTHERN AVE                ,55-2X144-2       ,$3372.00,$168.00,PRINCIPAL RESIDENCE      ,,03/25/2015,39.34407667080279,-76.56685853709104
39198,10,10,1160 ,031 ,1217 E PRESTON ST                ,83-5X99-3        ,$2540.24,$126.56,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.30506320720235,-76.60108987010062
84683,16,230,2367 ,013 ,2524 RIGGS AVE                   ,16X154           ,$1274.62,$63.50,PRINCIPAL RESIDENCE      ,,03/25/2015,39.30055847069798,-76.65756166393885
195182,26,390,5917 ,017 ,3233 SHANNON DR                  ,16-9X115         ,$2068.16,$103.04,PRINCIPAL RESIDENCE      ,,03/25/2015,39.324466789911526,-76.56406711520441
125895,12,190,3864 ,023 ,3201 SAINT PAUL ST U# 218        ,1372 SQ FT       ,$6294.40,$313.60,PRINCIPAL RESIDENCE      ,,03/25/2015,39.32704259034438,-76.615854682247
234670,28,20,8230 ,009 ,4207 FERNHILL AVE                ,50X150           ,$2252.50,$112.22,PRINCIPAL RESIDENCE      ,,03/25/2015,39.337612694671236,-76.69006103398874
37060,12,100,1111 ,106 ,423 E LANVALE ST                 ,94-1X65          ,,,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.30895371394382,-76.61008885341704
155975,27,170,4652C,010 ,6110 IVYMOUNT ROAD               ,95X150           ,$6085.34,$303.18,PRINCIPAL RESIDENCE      ,,03/25/2015,39.36868546836075,-76.67143601865655
153462,27,200,4577A,033 ,5011 LITCHFIELD AVE              ,25X120           ,,,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.34507319067632,-76.67893963895239
55712,6,40,1670 ,056 ,402 N PATTERSON PARK AVE         ,12-6X78          ,$2031.45,$101.21,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.29565862334789,-76.58496606093416
232162,28,50,8102I,036 ,33 UPMANOR ROAD                  ,16X110           ,$2088.39,$104.05,PRINCIPAL RESIDENCE      ,,03/25/2015,39.28676337143355,-76.68979529511597
123957,12,140,3827 ,018 ,2435 GUILFORD AVE                ,16X119           ,$1191.44,$59.36,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.31737343313853,-76.61277537748089
195716,26,410,5927 ,071 ,4364 PARKSIDE DR                 ,23-7X96          ,$2463.81,$122.75,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.325034398819525,-76.5622524002273
149321,27,220,4395 ,018 ,2403 STEELE ROAD                 ,0.175 ACRES      ,$10109.26,$503.66,PRINCIPAL RESIDENCE      ,,03/25/2015,39.36761552064087,-76.6760654650484
82912,15,60,2310 ,017 ,1732 THOMAS AVE                  ,13-8X95          ,$89.92,$4.48,NOT A PRINCIPAL RESIDENCE,$105.44,03/25/2015,39.30820894668665,-76.6581059615201
203741,26,200,6159A,052 ,NS PULASKI HWY                   ,66-10X7-11       ,,,NOT A PRINCIPAL RESIDENCE,,03/25/2015,,
139340,27,10,4150 ,009 ,2816 PELHAM AVE                  ,15-2X110         ,$1991.73,$99.23,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.325415523408765,-76.57182481915925
200910,26,440,6072H,040 ,5500 SILVERBELL ROAD             ,30-4X105-2       ,$2670.62,$133.06,PRINCIPAL RESIDENCE      ,,03/25/2015,39.33430145115216,-76.53189642218132
32979,24,20,0966 ,040 ,121 E WEST ST                    ,15X70            ,$6202.23,$309.01,PRINCIPAL RESIDENCE      ,,03/25/2015,39.27607321840537,-76.61121824272692
100336,15,270,3061A,017 ,3331 ALTO ROAD                   ,26-11X151-2      ,$3066.27,$152.77,PRINCIPAL RESIDENCE      ,,03/25/2015,39.31729301216387,-76.67436963325116
80421,20,180,2254 ,012 ,44 S KOSSUTH ST                  ,20X105           ,$2056.92,$102.48,PRINCIPAL RESIDENCE      ,$1086.51,03/25/2015,39.286263362765055,-76.67581138228866
108435,15,330,3342 ,040 ,2507 SHIRLEY AVE                 ,20-2X100         ,$472.08,$23.52,NOT A PRINCIPAL RESIDENCE,$553.68,03/25/2015,39.33548445444512,-76.66011998065176
144027,27,10,4198 ,009 ,3115 WEAVER AVE                  ,50X125           ,$4012.68,$199.92,PRINCIPAL RESIDENCE      ,,03/25/2015,39.33616278698412,-76.57008469754993
94618,15,20,2733 ,002 ,4003 LIBERTY HEIGHTS AVE         ,50X177-6         ,$3502.38,$174.50,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.32826405584257,-76.6856285598094
106262,15,180,3260 ,037 ,2101 WINDSOR AVE                 ,18X90            ,,,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.31283256547158,-76.65201029014196
16943,14,60,0307 ,030 ,541 GOLD ST                      ,13X67            ,$22.48,$1.12,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.30773473956765,-76.63902754578379
188862,26,230,5713 ,003 ,4305 GLENMORE AVE                ,64-9X151-4       ,$3776.64,$188.16,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.350903123181695,-76.5327717278322
65080,3,70,1818 ,018 ,836 S BOND ST                    ,18X162           ,$8310.86,$414.06,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.28146841233843,-76.59508627491084
94006,15,10,2706 ,007A,4101 1/2 FERNHILL AVE            ,50X150           ,$3936.25,$196.11,PRINCIPAL RESIDENCE      ,,03/25/2015,39.337632475259625,-76.68720445262261
50624,8,130,1570 ,032 ,1024 N PATTERSON PARK AVE        ,14X68            ,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.302937298019,-76.58541595218367
36863,8,50,1109 ,070 ,1609 E LAFAYETTE AVE             ,14X70            ,$449.60,$22.40,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.31055873579811,-76.59649328403702
192494,27,20,5832E,002B,3708 SOUTHERN AVE                ,55X130-6         ,$3259.60,$162.40,PRINCIPAL RESIDENCE      ,,03/25/2015,39.33991226653893,-76.56093885854068
126562,12,200,3881 ,033 ,3100 - 3104 BRENTWOOD AVE        ,40X50            ,$870.72,$43.38,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.29058294954456,-76.60925984306652
191403,27,20,5798 ,051 ,5101 - 5105 HARFORD ROAD         ,145X134-1        ,$15393.56,$766.94,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.29058294954456,-76.60925984306652
94357,15,200,2718 ,025 ,4029 1/2 BOARMAN AVE             ,34X115-2         ,$2252.50,$112.22,NOT A PRINCIPAL RESIDENCE,$2652.75,03/25/2015,39.33415806054717,-76.68472411252696
28096,21,50,0767 ,060 ,1315 JAMES ST                    ,14X70            ,$2007.46,$100.02,NOT A PRINCIPAL RESIDENCE,$2365.39,03/25/2015,39.280936935492264,-76.63686202146431
208931,26,170,6339 ,024 ,423 ANGLESEA ST                  ,15-5X100         ,$2014.21,$100.35,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.288312348437216,-76.54663559285751
6985,19,10,0125 ,041 ,527 N CALHOUN ST                 ,16-9X108         ,$292.24,$14.56,NOT A PRINCIPAL RESIDENCE,$353.75,03/25/2015,39.29482177900297,-76.63984575437723
61284,2,40,1753 ,120 ,231 S REGESTER ST                ,15X86-2          ,$5246.83,$261.41,PRINCIPAL RESIDENCE      ,,03/25/2015,39.28845221010249,-76.5923950878622
217400,25,60,7067 ,016 ,3501 4TH ST                      ,28X150           ,$292.24,$14.56,PRINCIPAL RESIDENCE      ,,03/25/2015,39.23920547785161,-76.60437081006404
171687,27,410,5200 ,130 ,805 E COLD SPRING LANE           ,14-2X91-2        ,$1011.60,$50.40,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.34563380555676,-76.60467850770618
94139,15,200,2713 ,003 ,3704 GARRISON BLVD               ,74-3X138-4       ,$4835.45,$240.91,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.331026338795596,-76.68259587589813
224477,25,40,7492C,481 ,3030 NIEMAN AVE                  ,1.077 ACRES      ,$7389.18,$368.14,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.255898060548134,-76.65556163106362
224756,25,50,7612E,018 ,1414 CHERRY HILL ROAD            ,1.861 ACRES      ,$4819.71,$240.13,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.252725514072324,-76.6335904056719
25371,4,20,0579 ,007 ,123 W MULBERRY ST                ,45X31            ,$6318.39,$314.80,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.29398260451467,-76.6179992397723
108511,15,330,3342A,039 ,2403 SHIRLEY AVE                 ,19X119-4         ,$472.08,$23.52,PRINCIPAL RESIDENCE      ,,03/25/2015,39.33629332537777,-76.65704417244979
176341,27,460,5267J,346 ,1214 GLENWOOD AVE                ,27-6X108-11      ,$2672.87,$133.17,PRINCIPAL RESIDENCE      ,,03/25/2015,39.352398486202276,-76.5976725641367
182795,27,360,5475 ,120 ,2803 ALVARADO SQ                 ,50X300           ,$3511.38,$174.94,PRINCIPAL RESIDENCE      ,,03/25/2015,39.37030437574742,-76.55111119042829
210532,26,90,6433 ,002 ,621 S CONKLING ST                ,26-6X85-6        ,$6541.68,$325.92,PRINCIPAL RESIDENCE      ,,03/25/2015,39.28506287755084,-76.5670147160555
15903,20,90,0288 ,105 ,2235 RAMSAY ST                   ,13X70            ,$382.16,$19.04,NOT A PRINCIPAL RESIDENCE,$459.19,03/25/2015,39.28286354052108,-76.65227020140787
199435,26,200,6047 ,080 ,4934 SCHAUB AVE                  ,16X165-5         ,$2122.11,$105.73,PRINCIPAL RESIDENCE      ,,03/25/2015,39.323020379687875,-76.53958535947595
207616,26,120,6296 ,001 ,301 S BOULDIN ST                 ,12-6X70          ,$2836.98,$141.34,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.28838344434155,-76.57082480272169
99573,15,40,3033 ,013 ,3024 WINDSOR AVE                 ,20-9X90          ,$1686.74,$84.04,PRINCIPAL RESIDENCE      ,$28.77,03/25/2015,39.312277778197995,-76.66868189345382
112445,13,100,3447 ,048 ,2235 LINDEN AVE                  ,21-4X150         ,,,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.31307266287416,-76.63478856074266
9463,20,150,0178 ,046 ,1822 W FAYETTE ST                ,16X105           ,,,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.2895174957369,-76.64612208156802
229967,28,50,7958 ,040F,4417 ROKEBY ROAD                 ,30X132-11        ,$3050.54,$151.98,PRINCIPAL RESIDENCE      ,,03/25/2015,39.29579382292769,-76.6926018687804
100761,15,290,3066D,006 ,3110 GWYNNS FALLS PKWY           ,22X100           ,$2024.71,$100.88,PRINCIPAL RESIDENCE      ,,03/25/2015,39.314487604920146,-76.67015161500422
63153,1,30,1776 ,069 ,409 S MADEIRA ST                 ,13X58            ,$3302.31,$164.53,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.286559405193486,-76.5850255025241
190887,27,20,5783 ,001A,5403 PEMBROKE AVE                ,46X120           ,$3518.12,$175.28,PRINCIPAL RESIDENCE      ,,03/25/2015,39.3439368082382,-76.55404247487951
44303,8,30,1449 ,073 ,1816 N CHESTER ST                ,13-8X70          ,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,$90.09,03/25/2015,39.31130806531604,-76.58865609889904
72281,24,70,1931 ,065 ,529 E CLEMENT ST                 ,13X83-1          ,$5741.39,$286.05,PRINCIPAL RESIDENCE      ,,03/25/2015,39.27397295069221,-76.60578924867406
165886,27,640,5088A,002 ,303 E LAKE AVE                   ,56X153           ,$5867.28,$292.32,PRINCIPAL RESIDENCE      ,,03/25/2015,39.36800363835829,-76.61517285314386
109368,15,330,3350G,012 ,4111 HAMPTON PL                  ,0.480 ACRES      ,,,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.33811503348312,-76.6576828781615
66944,1,50,1853 ,015 ,714 S MONTFORD AVE               ,12X56            ,$3587.81,$178.75,PRINCIPAL RESIDENCE      ,,03/25/2015,39.283617631949255,-76.58276555928234
121936,12,10,3708 ,056 ,26 YORK CT                       ,21X75            ,$2396.37,$119.39,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.33787260593709,-76.60976950056119
235954,28,30,8293 ,009 ,5202 BELLEVILLE AVE              ,40X150           ,$2405.36,$119.84,PRINCIPAL RESIDENCE      ,,03/25/2015,39.332357363302776,-76.70282231669574
65334,2,50,1828 ,007 ,613 - 615 S BROADWAY             ,29-1X106         ,$5422.18,$270.14,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.29113279144627,-76.59391983892863
180823,27,270,5400B,004 ,2113 HAMILTON AVE                ,62-6X125         ,$2787.52,$138.88,PRINCIPAL RESIDENCE      ,,03/25/2015,39.35671324272306,-76.57188192970648
103526,15,350,3182 ,111 ,4203 TOWANDA AVE                 ,18X111           ,$644.43,$32.11,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.3359996139921,-76.66707580680225
88255,16,190,2451 ,007B,3116 PRESSTMAN ST                ,14-11X87         ,$1841.11,$91.73,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.3044676257814,-76.66961081308773
25815,4,60,0613 ,001 ,700 W FAYETTE ST                 ,0.024 ACRES      ,,,NOT A PRINCIPAL RESIDENCE,,03/25/2015,39.29017935719264,-76.62697604580706
